TimeUS,RATE-R,ATT-Roll,RATE-P,ATT-Pitch,RATE-Y,ATT-Yaw,RCOU-C1,RCOU-C2,RCOU-C3,RCOU-C4,,,,,,,,
341346732,-4.16703,2.48,0.2460839,-1.44,5.185238,54.17,1150,1261,1202,1209,,,,,,,,
341448211,11.90789,2.56,4.460897,-1.42,-6.329195,54.58,1244,1150,1196,1233,,,,,,,,
341549592,-9.535868,2.46,-12.52816,-1.58,1.944855,53.97,1252,1150,1241,1177,,,,,,,,
341651730,3.119026,2.54,-2.268477,-1.45,2.65067,54.26,1194,1219,1259,1150,,,,,,,,
341752887,13.83109,2.53,5.699813,-1.47,-6.115026,54.09,1171,1221,1275,1150,,,,,,,,
341854212,-10.89841,2.37,-11.88274,-1.57,7.684594,53.9,1266,1150,1161,1239,,,,,,,,
341955384,-0.3233921,2.42,-0.3150215,-1.54,-1.807663,54.14,1243,1197,1234,1150,,,,,,,,
342056815,18.16815,2.47,16.42227,-1.45,-5.600523,53.67,1266,1150,1200,1204,,,,,,,,
342157714,-4.289441,2.3,-6.772037,-1.56,8.488555,53.83,1234,1252,1185,1150,,,,,,,,
342258760,-9.970794,2.22,-8.598773,-1.53,-1.747987,53.7,1262,1164,1150,1241,,,,,,,,
342358602,12.59366,2.39,4.057382,-1.51,-0.2506667,53.42,1000,1000,1000,1000,,,,,,,,
342458971,4.524532,2.35,-3.919665,-1.53,-2.386394,53.66,1000,1000,1000,1000,,,,,,,,
342558969,0.6497593,2.33,1.777849,-1.51,-6.30581,53.42,1000,1000,1000,1000,,,,,,,,
342658884,-1.181249,2.34,-3.205327,-1.53,0.9549172,53.56,1000,1000,1000,1000,,,,,,,,
342758885,1.382618,2.4,-4.457793,-1.49,-1.744626,53.6,1000,1000,1000,1000,,,,,,,,
342858901,1.417079,2.38,-0.2243795,-1.5,-1.390283,53.5,1000,1000,1000,1000,,,,,,,,
342958940,-1.24909,2.36,0.3458206,-1.48,-2.5754,53.64,1000,1000,1000,1000,,,,,,,,
343058851,-0.1847358,2.38,-0.03233049,-1.46,-0.9629034,53.49,1000,1000,1000,1000,,,,,,,,
343158925,0.3253206,2.37,1.228399,-1.45,1.643803,53.59,1000,1000,1000,1000,,,,,,,,
343258878,0.08857536,2.38,0.8683781,-1.44,-1.67558,53.53,1000,1000,1000,1000,,,,,,,,
343358884,1.166049,2.4,0.394706,-1.41,1.585592,53.52,1000,1000,1000,1000,,,,,,,,
343458895,-0.116644,2.39,-0.06513428,-1.4,-1.342381,53.57,1000,1000,1000,1000,,,,,,,,
343558948,0.8223797,2.41,0.05052029,-1.39,-0.1714331,53.48,1000,1000,1000,1000,,,,,,,,
343659210,1.091824,2.4,-0.05837608,-1.39,0.4917762,53.59,1000,1000,1000,1000,,,,,,,,
343758885,0.2586925,2.4,-0.0952512,-1.37,-1.493606,53.51,1000,1000,1000,1000,,,,,,,,
343858903,-0.4761556,2.41,-0.7009327,-1.35,1.735213,53.56,1000,1000,1000,1000,,,,,,,,
343958931,0.6139247,2.45,-0.3995526,-1.33,-2.188264,53.55,1000,1000,1000,1000,,,,,,,,
344058969,0.1424892,2.45,0.1939554,-1.33,1.295368,53.53,1000,1000,1000,1000,,,,,,,,
344158880,-0.1354611,2.45,0.06022348,-1.32,-0.488622,53.58,1000,1000,1000,1000,,,,,,,,
344258949,0.03908509,2.45,-0.0308533,-1.31,-0.5652056,53.47,1000,1000,1000,1000,,,,,,,,
344358885,-0.0839796,2.44,0.0379846,-1.3,1.209544,53.58,1000,1000,1000,1000,,,,,,,,
344458914,-0.3216873,2.44,0.09368292,-1.3,-3.121709,53.49,1000,1000,1000,1000,,,,,,,,
344558883,-0.1755876,2.45,0.1612272,-1.29,1.781124,53.48,1000,1000,1000,1000,,,,,,,,
344658840,-0.2400274,2.45,0.1894283,-1.27,-0.9738135,53.59,1000,1000,1000,1000,,,,,,,,
344759074,-0.2860776,2.46,0.3522159,-1.25,-0.2568863,53.44,1000,1000,1000,1000,,,,,,,,
344858912,-0.2761599,2.46,0.2788843,-1.23,0.8583805,53.57,1000,1000,1000,1000,,,,,,,,
344958975,-0.4024028,2.47,0.08195389,-1.2,-1.680931,53.46,1000,1000,1000,1000,,,,,,,,
345058903,-0.09777922,2.48,0.2555168,-1.18,1.623539,53.5,1000,1000,1000,1000,,,,,,,,
345158874,-0.1176726,2.48,0.1067849,-1.16,-1.256977,53.52,1000,1000,1000,1000,,,,,,,,
345258879,-0.1638124,2.48,0.2180105,-1.15,0.4403653,53.44,1000,1000,1000,1000,,,,,,,,
345358886,-0.16167,2.48,0.2188124,-1.13,0.01619349,53.54,1000,1000,1000,1000,,,,,,,,
345458859,-0.08407173,2.49,0.07607657,-1.13,-0.915293,53.44,1000,1000,1000,1000,,,,,,,,
345559200,-0.1766497,2.49,-0.009520269,-1.11,0.94388,53.5,1000,1000,1000,1000,,,,,,,,
345659226,-0.1178231,2.49,-0.2081156,-1.09,-1.23112,53.46,1000,1000,1000,1000,,,,,,,,
345759382,-0.01362036,2.5,0.07263287,-1.07,0.9445658,53.46,1000,1000,1000,1000,,,,,,,,
345860126,-0.008242517,2.5,-0.1735767,-1.06,-0.7963647,53.48,1000,1000,1000,1000,,,,,,,,
345959993,0.113565,2.5,-0.09361425,-1.04,0.1971388,53.42,1000,1000,1000,1000,,,,,,,,
346060406,0.1852583,2.49,0.03838016,-1.03,0.1097521,53.48,1000,1000,1000,1000,,,,,,,,
346160371,0.04109714,2.48,-0.1122401,-1.03,-0.677682,53.43,1000,1000,1000,1000,,,,,,,,
346260353,0.1562318,2.47,0.01817631,-1.03,0.6487685,53.46,1000,1000,1000,1000,,,,,,,,
346360517,0.1001986,2.46,-0.04415455,-1.02,-0.7562239,53.45,1000,1000,1000,1000,,,,,,,,
346465317,0.1676557,2.45,-0.03428435,-1.02,0.426632,53.44,1000,1000,1000,1000,,,,,,,,
346564902,0.07269853,2.45,-0.101363,-1.02,-0.4340892,53.46,1000,1000,1000,1000,,,,,,,,
346664892,0.0495535,2.45,-0.09342588,-1.01,0.0306763,53.42,1000,1000,1000,1000,,,,,,,,
346764865,-0.03311982,2.45,0.01659661,-1,0.04446111,53.46,1000,1000,1000,1000,,,,,,,,
346864939,-0.04495729,2.45,0.03812265,-1,-0.394915,53.42,1000,1000,1000,1000,,,,,,,,
346964971,0.07863273,2.44,0.01448656,-0.99,0.3513031,53.45,1000,1000,1000,1000,,,,,,,,
347064898,-0.1082104,2.44,-0.05334063,-0.98,-0.5019798,53.44,1000,1000,1000,1000,,,,,,,,
347164967,-0.02793542,2.45,0.04783411,-0.96,0.1555559,53.42,1000,1000,1000,1000,,,,,,,,
347264899,0.02021562,2.45,-0.02335716,-0.95,-0.1507359,53.44,1000,1000,1000,1000,,,,,,,,
347364954,-0.0884804,2.45,0.08404184,-0.94,-0.1593751,53.41,1000,1000,1000,1000,,,,,,,,
347465331,-0.02126334,2.45,0.1076619,-0.93,0.2136503,53.44,1000,1000,1000,1000,,,,,,,,
347565298,0.02127951,2.45,-0.007462248,-0.91,-0.4328172,53.42,1000,1000,1000,1000,,,,,,,,
347665308,-0.05651794,2.46,-0.002254176,-0.9,0.3355854,53.42,1000,1000,1000,1000,,,,,,,,
347765269,-0.05240646,2.47,-0.01554343,-0.88,-0.3672423,53.43,1000,1000,1000,1000,,,,,,,,
347865378,-0.1382358,2.48,0.09127768,-0.87,0.06597387,53.4,1000,1000,1000,1000,,,,,,,,
347965325,-0.08339367,2.49,0.02157721,-0.85,0.1048146,53.42,1000,1000,1000,1000,,,,,,,,
348065306,-0.04130805,2.5,0.04750551,-0.83,-0.2783929,53.4,1000,1000,1000,1000,,,,,,,,
348165246,-0.01876645,2.49,0.1460297,-0.83,0.05155048,53.41,1000,1000,1000,1000,,,,,,,,
348265260,0.07440106,2.49,0.1444512,-0.82,-0.3245276,53.4,1000,1000,1000,1000,,,,,,,,
348365246,0.005725086,2.49,-0.09075298,-0.81,-0.06482264,53.38,1000,1000,1000,1000,,,,,,,,
348465291,-0.02835689,2.5,-0.01718017,-0.79,-0.02522446,53.38,1000,1000,1000,1000,,,,,,,,
348565308,0.01878617,2.5,-0.01524802,-0.77,-0.08315814,53.38,1000,1000,1000,1000,,,,,,,,
348665242,-0.02639412,2.5,-0.04755716,-0.76,-0.176268,53.37,1000,1000,1000,1000,,,,,,,,
348765320,0.06482668,2.5,0.1111977,-0.75,-0.05743248,53.37,1000,1000,1000,1000,,,,,,,,
348865241,0.1932017,2.5,0.1217224,-0.75,-0.2376309,53.37,1000,1000,1000,1000,,,,,,,,
348965338,0.02314786,2.49,0.1204773,-0.75,-0.025437,53.36,1000,1000,1000,1000,,,,,,,,
349065250,-0.07318664,2.48,-0.04726997,-0.75,-0.05558682,53.38,1000,1000,1000,1000,,,,,,,,
349165265,-0.0936854,2.49,-0.01866301,-0.75,-0.01440669,53.38,1000,1000,1000,1000,,,,,,,,
349265195,-0.1916626,2.49,-0.06587877,-0.74,-0.03423427,53.39,1000,1000,1000,1000,,,,,,,,
349365206,-0.1453303,2.49,-0.03599035,-0.73,-0.2589184,53.38,1000,1000,1000,1000,,,,,,,,
349465267,-0.09722363,2.5,0.09927007,-0.72,-0.01713262,53.37,1000,1000,1000,1000,,,,,,,,
349565310,0.1178591,2.5,0.2107917,-0.7,-0.05659534,53.38,1000,1000,1000,1000,,,,,,,,
349665280,0.03226397,2.5,0.1500408,-0.69,-0.1629817,53.37,1000,1000,1000,1000,,,,,,,,
349765244,-0.007566755,2.5,0.1655398,-0.68,-0.01934527,53.38,1000,1000,1000,1000,,,,,,,,
349865350,-0.007193576,2.5,0.002493766,-0.67,-0.2688021,53.37,1000,1000,1000,1000,,,,,,,,
349965251,-0.09041689,2.51,0.02185431,-0.66,0.1298211,53.37,1000,1000,1000,1000,,,,,,,,
350065265,0.08237056,2.51,0.04375792,-0.65,-0.08975335,53.39,1000,1000,1000,1000,,,,,,,,
350165221,-0.1115697,2.51,-0.03115441,-0.65,-0.1018009,53.37,1000,1000,1000,1000,,,,,,,,
350265238,0.02069929,2.52,-0.1443186,-0.64,-0.02392501,53.38,1000,1000,1000,1000,,,,,,,,
350365240,0.04944536,2.51,-0.07478982,-0.63,-0.3014018,53.37,1000,1000,1000,1000,,,,,,,,
350465267,0.1935499,2.51,0.0326118,-0.62,0.2503619,53.38,1000,1000,1000,1000,,,,,,,,
350565285,0.08150806,2.51,0.07810727,-0.61,-0.5343264,53.38,1000,1000,1000,1000,,,,,,,,
350665376,-0.07484099,2.51,-0.1277571,-0.6,0.1785796,53.37,1000,1000,1000,1000,,,,,,,,
350765276,0.1440213,2.5,0.04463486,-0.6,-0.2801696,53.38,1000,1000,1000,1000,,,,,,,,
350865209,0.0390901,2.5,0.04994512,-0.6,-0.1742187,53.36,1000,1000,1000,1000,,,,,,,,
350965301,-0.1535583,2.5,-0.04300436,-0.6,0.1596998,53.38,1000,1000,1000,1000,,,,,,,,
351065256,0.04648306,2.51,-0.07919849,-0.6,-0.38086,53.37,1000,1000,1000,1000,,,,,,,,
351165249,0.05916486,2.51,-0.07828891,-0.6,0.2357793,53.37,1000,1000,1000,1000,,,,,,,,
351265245,0.1592705,2.51,0.08716239,-0.59,-0.4171188,53.38,1000,1000,1000,1000,,,,,,,,
351365249,0.06462207,2.51,0.1546474,-0.59,0.04090933,53.36,1000,1000,1000,1000,,,,,,,,
351465331,0.07949377,2.51,0.001449761,-0.59,-0.0953939,53.39,1000,1000,1000,1000,,,,,,,,
351565212,-0.1170729,2.52,-0.1730469,-0.57,-0.1833403,53.37,1000,1000,1000,1000,,,,,,,,
351665287,-0.1996098,2.53,-0.1567433,-0.56,0.1112784,53.39,1000,1000,1000,1000,,,,,,,,
351765309,-0.1525187,2.53,-0.1339018,-0.55,-0.2182195,53.39,1000,1000,1000,1000,,,,,,,,
351865242,-0.03044762,2.53,0.03288715,-0.54,0.02370865,53.38,1000,1000,1000,1000,,,,,,,,
351965266,0.08826914,2.53,0.06167463,-0.54,-0.205963,53.39,1000,1000,1000,1000,,,,,,,,
352065271,0.02880963,2.53,0.1447117,-0.53,-0.09819931,53.38,1000,1000,1000,1000,,,,,,,,
352165319,-0.06132968,2.54,0.1320757,-0.52,-0.008343936,53.4,1000,1000,1000,1000,,,,,,,,
352265242,-0.1213987,2.54,0.02048608,-0.51,-0.1492073,53.4,1000,1000,1000,1000,,,,,,,,
352365255,-0.1092607,2.55,0.009930507,-0.5,-0.0856433,53.39,1000,1000,1000,1000,,,,,,,,
352465244,-0.08054409,2.55,0.05062312,-0.49,-0.04748844,53.4,1000,1000,1000,1000,,,,,,,,
352565304,-0.1187818,2.54,-0.02818264,-0.49,-0.1719751,53.4,1000,1000,1000,1000,,,,,,,,
352665250,-0.08612818,2.55,0.04345067,-0.48,0.01156263,53.41,1000,1000,1000,1000,,,,,,,,
352765327,-0.03616849,2.55,0.02305221,-0.48,0.0152073,53.42,1000,1000,1000,1000,,,,,,,,
352865346,-0.02487928,2.55,0.06290636,-0.47,-0.197465,53.42,1000,1000,1000,1000,,,,,,,,
352965255,0.09863377,2.56,0.2356023,-0.47,-0.05067867,53.43,1000,1000,1000,1000,,,,,,,,
353065242,-0.08975597,2.56,0.03481971,-0.47,-0.2333549,53.43,1000,1000,1000,1000,,,,,,,,
353165224,-0.03925496,2.56,0.03688606,-0.46,-0.2120914,53.41,1000,1000,1000,1000,,,,,,,,
353265262,-0.02663504,2.56,0.06265017,-0.46,-0.01875184,53.41,1000,1000,1000,1000,,,,,,,,
353365246,-0.04938427,2.55,0.04951321,-0.46,-0.02416906,53.42,1000,1000,1000,1000,,,,,,,,
353465351,-0.01664095,2.55,0.003867594,-0.46,-0.1253082,53.42,1000,1000,1000,1000,,,,,,,,
353565244,-0.008860249,2.55,0.003318778,-0.47,0.04699303,53.43,1000,1000,1000,1000,,,,,,,,
353665248,-0.009104668,2.55,0.01840362,-0.46,-0.1955842,53.44,1000,1000,1000,1000,,,,,,,,
353765268,-0.02339913,2.55,0.05405828,-0.47,-0.0228379,53.44,1000,1000,1000,1000,,,,,,,,
353865242,0.02537242,2.55,0.000267605,-0.47,-0.1453206,53.45,1000,1000,1000,1000,,,,,,,,
353965293,-0.002477918,2.55,-0.04380969,-0.46,-0.07750567,53.44,1000,1000,1000,1000,,,,,,,,
354065212,0.05919527,2.55,-0.02461717,-0.46,-0.1089801,53.45,1000,1000,1000,1000,,,,,,,,
354165301,0.05274773,2.55,0.09239933,-0.46,-0.1351764,53.44,1000,1000,1000,1000,,,,,,,,
354265335,0.04368925,2.55,0.04409287,-0.46,0.000700878,53.46,1000,1000,1000,1000,,,,,,,,
354365307,-0.01216427,2.54,-0.05163532,-0.45,-0.2013815,53.45,1000,1000,1000,1000,,,,,,,,
354465267,0.06749526,2.54,0.01559332,-0.45,0.07442701,53.46,1000,1000,1000,1000,,,,,,,,
354565591,0.0615554,2.54,-0.02090187,-0.45,-0.2919797,53.47,1000,1000,1000,1000,,,,,,,,
354665590,0.06311532,2.53,0.1029141,-0.45,-0.02947223,53.46,1000,1000,1000,1000,,,,,,,,
354765566,-0.001813869,2.53,0.1009197,-0.44,-0.1717944,53.47,1000,1000,1000,1000,,,,,,,,
354865614,-0.02528133,2.52,0.02246326,-0.44,-0.1287091,53.46,1000,1000,1000,1000,,,,,,,,
354965600,0.0661594,2.52,0.04085878,-0.43,0.008666869,53.48,1000,1000,1000,1000,,,,,,,,
355065762,-0.03377835,2.53,0.009506502,-0.44,-0.2134683,53.47,1000,1000,1000,1000,,,,,,,,
355165587,0.004063162,2.53,0.01410733,-0.44,-0.009577815,53.47,1000,1000,1000,1000,,,,,,,,
355265656,-0.06243588,2.52,0.01939742,-0.44,-0.1468053,53.48,1000,1000,1000,1000,,,,,,,,
355365615,-0.04624867,2.52,-0.02634004,-0.45,-0.08250291,53.47,1000,1000,1000,1000,,,,,,,,
355465609,0.113122,2.52,0.1348578,-0.45,0.01251723,53.49,1000,1000,1000,1000,,,,,,,,
355565546,0.04263745,2.52,0.01012277,-0.45,-0.09654378,53.48,1000,1000,1000,1000,,,,,,,,
355665550,0.1094916,2.52,0.03789266,-0.45,0.02756231,53.5,1000,1000,1000,1000,,,,,,,,
355765585,0.06071603,2.52,-0.03020544,-0.45,-0.2034445,53.49,1000,1000,1000,1000,,,,,,,,
355865609,0.08672635,2.52,-0.03670565,-0.45,-0.06515452,53.49,1000,1000,1000,1000,,,,,,,,
355965657,0.09463499,2.53,-0.09398724,-0.44,-0.1015548,53.49,1000,1000,1000,1000,,,,,,,,
356065585,-0.03903021,2.54,-0.05277281,-0.45,0.000398669,53.49,1000,1000,1000,1000,,,,,,,,
356165786,-0.002575515,2.54,-0.001650878,-0.45,-0.01948928,53.49,1000,1000,1000,1000,,,,,,,,
356265588,0.0392004,2.54,0.02050855,-0.45,-0.2924433,53.49,1000,1000,1000,1000,,,,,,,,
356365612,-0.04452317,2.54,-0.01615212,-0.45,-0.06592822,53.48,1000,1000,1000,1000,,,,,,,,
356465595,0.009028442,2.54,-0.07044379,-0.44,0.0575013,53.49,1000,1000,1000,1000,,,,,,,,
356565588,0.03259438,2.54,-0.0103908,-0.44,-0.1891984,53.49,1000,1000,1000,1000,,,,,,,,
356665587,0.1889882,2.54,0.1417387,-0.43,0.0731597,53.49,1000,1000,1000,1000,,,,,,,,
356765582,0.2649279,2.53,0.03978051,-0.44,0.002000618,53.51,1000,1000,1000,1000,,,,,,,,
356865630,-0.03700924,2.54,-0.1800268,-0.43,-0.04519803,53.51,1000,1000,1000,1000,,,,,,,,
356965755,0.0789989,2.55,0.09311778,-0.42,-0.1969704,53.51,1000,1000,1000,1000,,,,,,,,
357065658,-0.1874739,2.55,-0.002060369,-0.42,0.01530244,53.5,1000,1000,1000,1000,,,,,,,,
357165548,-0.2238985,2.54,-0.05249555,-0.42,-0.1408641,53.52,1000,1000,1000,1000,,,,,,,,
361665734,0.1247058,2.45,0.03937188,-0.5,-0.008924818,53.6,1000,1000,1000,1000,,,,,,,,
361765589,-0.03631078,2.45,-0.06838076,-0.51,-0.1144527,53.6,1000,1000,1000,1000,,,,,,,,
361865595,-0.0327007,2.45,-0.01926332,-0.51,-0.08860234,53.6,1000,1000,1000,1000,,,,,,,,
361965591,0.02232223,2.44,-0.03722522,-0.52,-0.08895275,53.6,1000,1000,1000,1000,,,,,,,,
362065553,-0.07294807,2.44,0.027458,-0.53,-0.008241966,53.6,1000,1000,1000,1000,,,,,,,,
362165596,0.0404102,2.45,-0.04487893,-0.55,0.00023923,53.6,1000,1000,1000,1000,,,,,,,,
362265643,-0.02988797,2.45,0.01239957,-0.56,-0.05814987,53.6,1000,1000,1000,1000,,,,,,,,
362365608,-0.09202308,2.44,-0.05189017,-0.58,-0.09319299,53.6,1000,1000,1000,1000,,,,,,,,
362465677,0.01911922,2.43,0.05457433,-0.59,-0.1549244,53.6,1000,1000,1000,1000,,,,,,,,
362565589,0.0612876,2.43,-0.003420484,-0.58,-0.01358488,53.6,1000,1000,1000,1000,,,,,,,,
362665651,0.01985339,2.43,-0.03307716,-0.58,-0.2235952,53.6,1000,1000,1000,1000,,,,,,,,
362765618,0.02502851,2.43,-0.03714203,-0.58,-0.08734629,53.6,1000,1000,1000,1000,,,,,,,,
362865550,0.03123117,2.42,0.007004732,-0.58,-0.09890629,53.6,1000,1000,1000,1000,,,,,,,,
362965602,0.04951852,2.42,0.02511162,-0.58,-0.08326627,53.6,1000,1000,1000,1000,,,,,,,,
363065635,0.02344636,2.42,0.005874709,-0.59,0.01406299,53.6,1000,1000,1000,1000,,,,,,,,
363165640,-0.1182359,2.42,0.003563384,-0.59,-0.1592845,53.6,1000,1000,1000,1000,,,,,,,,
363265719,-0.02275411,2.42,-0.009849239,-0.6,-0.07508542,53.6,1000,1000,1000,1000,,,,,,,,
363365661,-0.09693678,2.42,-0.02290258,-0.6,0.03087605,53.61,1000,1000,1000,1000,,,,,,,,
363465616,-0.151131,2.41,-0.004090429,-0.6,-0.2149869,53.6,1000,1000,1000,1000,,,,,,,,
363565552,-0.0150039,2.41,0.05149802,-0.62,-0.05192509,53.61,1000,1000,1000,1000,,,,,,,,
363665554,-0.008953977,2.4,0.07594401,-0.62,-0.1788529,53.61,1010,1010,1010,1010,,,,,,,,
363765614,-0.05819246,2.4,0.1147576,-0.61,0.0651179,53.61,1026,1026,1026,1026,,,,,,,,
363865992,0.007286611,2.41,0.01717942,-0.61,-0.02456603,53.61,1057,1057,1057,1057,,,,,,,,
363965971,0.3038674,2.41,-0.1698108,-0.61,0.1811409,53.65,1089,1089,1089,1089,,,,,,,,
364066950,0.3064246,2.41,-0.3095773,-0.62,0.2287319,53.71,1121,1121,1121,1121,,,,,,,,
364166854,-0.2750595,2.42,1.989845,-0.6,0.6207352,53.71,1261,1150,1152,1248,,,,,,,,
364266933,0.08267608,2.41,-0.681949,-0.56,2.384614,54.06,1287,1225,1150,1180,,,,,,,,
364366886,9.059462,2.48,6.927146,-0.5,-10.66162,53.87,1333,1327,1150,1197,,,,,,,,
364466920,-4.645761,2.43,7.288066,-0.44,-1.768456,53.43,1304,1321,1242,1150,,,,,,,,
364566838,-1.421347,2.42,-2.400568,-0.54,2.970976,53.96,1282,1373,1150,1209,,,,,,,,
364666860,10.71022,2.42,-9.153521,-0.69,-3.279049,53.77,1263,1356,1254,1150,,,,,,,,
364767241,7.601309,2.42,-16.03939,-0.68,10.58697,53.87,1418,1150,1222,1205,,,,,,,,
364866925,12.70225,2.38,-18.81458,-0.75,-0.1020661,54,1354,1242,1150,1277,,,,,,,,
364966942,3.367034,2.37,-9.809271,-0.7,1.475266,53.81,1249,1345,1150,1282,,,,,,,,
365066875,-2.481447,2.27,-13.85046,-0.75,7.977736,54.16,1360,1266,1150,1246,,,,,,,,
365166958,0.2936755,2.28,-17.71246,-0.81,2.596342,53.96,1417,1172,1248,1150,,,,,,,,
365266885,-1.933394,2.25,-11.73967,-0.82,3.009025,53.97,1304,1288,1150,1286,,,,,,,,
365366919,-2.043184,2.21,0.7230303,-0.78,3.257831,54.19,1279,1339,1150,1256,,,,,,,,
365469431,5.726027,2.24,-17.16724,-0.85,6.551452,54.02,1393,1283,1171,1150,,,,,,,,
365569536,-0.4141916,2.25,-17.72335,-0.8,4.315127,54.15,1463,1185,1154,1150,,,,,,,,
365669567,-5.45761,2.22,-10.32818,-0.82,1.479992,54.02,1314,1290,1150,1274,,,,,,,,
365769371,-7.934115,2.25,-4.022519,-0.77,2.472139,54.14,1267,1334,1150,1274,,,,,,,,
365869509,-4.063375,2.2,5.036732,-0.69,0.4838597,54.1,1305,1372,1177,1150,,,,,,,,
365969427,-10.72365,2.14,4.913041,-0.72,5.108587,54.13,1325,1303,1247,1150,,,,,,,,
366069538,-7.338346,2.16,0.9666397,-0.75,-0.1354859,54.25,1445,1150,1150,1220,,,,,,,,
366169409,-5.805382,2.23,-1.084078,-0.74,-1.708289,53.99,1220,1367,1150,1276,,,,,,,,
366269548,-4.879483,2.23,8.372762,-0.71,3.280169,54.24,1349,1302,1215,1150,,,,,,,,
366369405,-1.253793,2.23,2.934276,-0.72,-0.3042036,54.17,1398,1250,1278,1150,,,,,,,,
366469585,6.380615,2.32,-10.85968,-0.79,11.21055,54.3,1240,1508,1150,1171,,,,,,,,
366569399,-4.359345,2.15,12.6246,-0.73,-7.380301,54.25,1334,1340,1150,1287,,,,,,,,
366669393,4.687443,2.21,-18.0656,-0.86,3.119506,54.04,1360,1297,1260,1150,,,,,,,,
366769534,0.998441,2.15,2.056928,-0.73,-2.432164,54.44,1381,1312,1178,1150,,,,,,,,
366869396,-3.875778,2.07,12.58657,-0.85,-13.71706,54.09,1276,1337,1150,1319,,,,,,,,
366969571,-3.909315,2.1,-6.421392,-0.9,8.513705,54.3,1287,1495,1265,1150,,,,,,,,
367069514,-5.817476,2.04,24.17421,-0.73,-0.2639232,54.65,1237,1551,1150,1310,,,,,,,,
367169634,6.845326,2.15,3.316331,-0.81,6.319837,54.21,1519,1271,1150,1330,,,,,,,,
367269530,13.51876,2.15,-11.85953,-0.93,8.672959,54.53,1150,1598,1159,1197,,,,,,,,
367369380,4.042029,2.04,9.394161,-0.78,-3.265593,54.33,1391,1326,1150,1352,,,,,,,,
367469384,19.39491,2.17,-7.9438,-0.84,4.645643,54.33,1255,1461,1331,1150,,,,,,,,
367569410,9.136162,2.14,-1.648332,-0.8,6.565526,54.6,1402,1354,1236,1150,,,,,,,,
367669375,5.957308,2.12,-7.193461,-0.96,8.78712,54.39,1491,1188,1150,1277,,,,,,,,
367769516,-5.149292,2.06,5.39182,-0.9,-0.03549901,54.64,1479,1150,1165,1264,,,,,,,,
367869710,-7.057905,2.01,7.753201,-0.78,-12.38725,54.45,1419,1214,1150,1288,,,,,,,,
367969572,8.719108,2.13,-6.771135,-0.88,13.108,54.48,1463,1172,1150,1257,,,,,,,,
368069559,-8.787866,2.02,11.19318,-0.79,-11.40151,54.65,1435,1312,1150,1151,,,,,,,,
368169410,8.768095,2.18,-8.161769,-0.84,6.423046,54.51,1525,1153,1150,1155,,,,,,,,
368269409,-6.604452,2.07,19.07551,-0.69,-5.461359,54.45,1451,1171,1277,1150,,,,,,,,
368369396,4.96347,2.15,0.01093551,-0.86,-0.07933247,54.46,1266,1284,1209,1150,,,,,,,,
368469535,-3.471031,2.14,6.8519,-0.71,-0.1346229,54.46,1262,1211,1223,1150,,,,,,,,
368569545,3.030197,2.2,-6.076034,-0.79,1.816945,54.48,1262,1220,1184,1150,,,,,,,,
368669520,4.402501,2.24,-5.095307,-0.73,0.9649046,54.42,1224,1222,1150,1225,,,,,,,,
368769545,8.194307,2.26,-3.131057,-0.69,-0.4322606,54.49,1263,1227,1150,1177,,,,,,,,
368869429,9.361798,2.26,-5.545881,-0.77,-2.421351,54.46,1213,1229,1230,1150,,,,,,,,
368969708,10.18065,2.23,-7.875625,-0.78,2.948004,54.45,1314,1198,1186,1150,,,,,,,,
369069332,9.927312,2.26,-3.785882,-0.7,6.249739,54.61,1285,1234,1150,1242,,,,,,,,
369169387,15.40373,2.28,4.894639,-0.66,-3.799784,54.5,1273,1259,1260,1150,,,,,,,,
369269406,-0.4418602,2.19,9.179341,-0.7,-0.301149,54.56,1215,1320,1150,1249,,,,,,,,
369369501,1.63468,2.23,-5.252205,-0.72,1.661813,54.68,1405,1180,1155,1150,,,,,,,,
369469497,-5.631135,2.22,9.104253,-0.64,-2.448943,54.57,1362,1202,1207,1150,,,,,,,,
369569534,6.243234,2.24,-3.408365,-0.69,1.884892,54.52,1255,1281,1257,1150,,,,,,,,
369669610,-10.64801,2.13,1.019532,-0.7,-1.440589,54.61,1234,1300,1175,1150,,,,,,,,
369769579,-0.289624,2.14,12.02628,-0.66,5.655395,54.75,1373,1487,1150,1431,,,,,,,,
369869949,-3.343344,2.04,3.918571,-0.7,1.751724,55.19,1150,1748,1271,1493,,,,,,,,
369969531,-5.999315,2.01,57.82417,-0.48,-5.314727,54.63,1640,1355,1649,1150,,,,,,,,
370069878,-27.69936,1.87,6.13088,-0.59,-3.613143,54.45,1150,1892,1460,1369,,,,,,,,
370169564,-33.98396,1,-25.92565,-0.94,22.67064,55.94,1863,1613,1150,1497,,,,,,,,
370269512,34.84443,1.38,26.7637,-0.62,39.37708,59.24,1915,1150,1568,1426,,,,,,,,
370369526,-1.878313,1.45,25.44089,0.05,58.40871,64.33,1874,1150,1412,1646,,,,,,,,
370469860,5.824525,2.32,31.42909,0.98,59.67645,70.34,1851,1150,1719,1393,,,,,,,,
370569886,-15.16113,3.54,8.812622,0.5,54.62209,76.26,1821,1150,1620,1609,,,,,,,,
370669995,-15.69661,3.02,-12.5386,-0.2,52.12474,81.69,1150,1795,1886,1441,,,,,,,,
